,Börsdata ID,Company,Volume,Yahoo,Last Report,EV/EBIT,Tick,Industry,List,Country,Return 1y,Return 6m,Return 3m,Total Equity,FCF,ROE,F-Score,Volatility,Market Cap,ROC,Tot. Assets,Gross profit,Assets Turn,P/FCF,Info - Ticker.1,Yield,P/E,P/S,P/B,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
0,1913,Zwipe,4.227,ZWIPE.ST,2021-09-02,-18.66,ZWIPE,Biometric,First North,Sweden,0.93905,0.58707,0.28689,91.559,-50.283,-0.61601,2.0,62.741,1130.65,-8.83322,100.799,-2.912,0.02,-22.486,ZWIPE,,-20.047,562.541,12.349,Technology,-0.5491868631155867,-0.02888917548785206,0.1638903506762579,2.9061531342070728,0.5933122668011113,0.5521345048108848,0.5168619153661536
1,1748,Zordix,4.477,ZORDIX-B.ST,2021-08-26,-210.097,ZORDIX B,Gaming,First North,Sweden,1.12389,-0.02703,-0.22912,285.563,-149.587,-0.02472,,62.215,937.692,-0.00981,717.785,56.409,0.188,-6.269,ZORDIX B,,-132.841,6.948,3.284,Consumer Durables,-0.5238318689746221,0.07858759935078052,-0.1879655259192814,-3.100296070580874,0.6767484975990203,0.6133414427501263,0.5556670917599845
2,1884,ZignSec,6.976,ZIGN.ST,2021-08-26,-18.934,ZIGN,IT Services,First North,Sweden,-0.017150000000000002,0.36640999999999996,0.03571,194.481,-43.288,-0.14176,1.0,60.078,731.242,-0.3674,241.055,13.676,0.082,-16.892,ZIGN,,-26.525,37.135,3.76,Technology,-0.22258215455494365,0.0567339403870486,-0.046968447741759345,-0.6647350007512844,0.5923401079881724,0.5261988411353956,0.6475857802219812
3,360,ZetaDisplay,0.895,ZETA.ST,2021-07-20,49.224,ZETA,Advertising,Small Cap,Sweden,0.51977,0.65031,0.20088999999999999,241.021,-30.33,-0.01813,4.0,50.831,787.686,0.04243,739.857,249.311,0.548,-25.971,ZETA,,-180.295,1.943,3.268,Consumer Durables,-0.12583965712531273,0.3369718742946272,-0.0017941854537470991,-0.02684410938625471,0.425306562992891,0.3183868654791978,0.6125731745672867
4,372,Xvivo Perfusion,12.241,XVIVO.ST,2021-07-13,-315.647,XVIVO,Medical Equipment,Mid Cap,Sweden,1.07042,0.46755,0.22841,1010.507,-306.047,-0.03678,1.0,38.29,12665.08,-0.05101,1149.331,161.718,0.192,-41.383,XVIVO,,-340.777,57.412,12.533,Health Care,-0.30286479955111645,0.1407062021297607,0.03441076821298972,0.7431846103921274,0.40570976564738065,0.38623964498808905,0.42436279721778297
5,1524,Xspray Pharma,3.208,XSPRAY.ST,2021-08-06,-40.892,XSPRAY,Biotechnology,Mid Cap,Sweden,0.05878,0.20609000000000002,0.36113999999999996,557.784,-149.12,-0.10289999999999999,2.0,58.266,2644.593,-0.1913,578.74,-6.644,0.0,-17.735,XSPRAY,,-46.078,10452.94,4.741,Health Care,-0.26734363122642457,-0.011480111967377407,-0.004299294594514502,-0.06037357209762734,0.954131005810992,0.5232266832708954,0.6526644765169183
6,983,Xbrane Biopharma,9.54,XBRANE.ST,2021-08-13,-13.827,XBRANE,Biotechnology,Small Cap,Sweden,1.08857,0.47082,-0.12872,149.739,-285.615,-1.54422,1.0,64.307,3245.64,-3.62743,383.804,,,-11.364,XBRANE,,-14.036,,21.675,Health Care,-1.9074189089014886,,-0.042484228985249395,-0.618218677982899,0.5446144292242548,0.4966910817646933,0.6298327828009352
7,240,XANO Industri,4.699,XANO-B.ST,2021-07-13,27.301,XANO B,Industrial Components,Mid Cap,Sweden,2.3609999999999998,0.81006,0.3012,1158.0,-195.0,0.24007,5.0,57.069,9381.42,0.18262,3078.0,664.0,0.87,-48.11,XANO B,0.00772,33.746,3.504,8.101,Industrials,-0.16839378238341968,0.2157244964262508,0.06915054577040447,1.062695411035935,0.4851763705831535,0.46912973593144563,0.5963846405085707
8,236,Volvo B,725.602,VOLV-B.ST,2021-07-20,10.508,VOLV B,Industrial Machinery,Large Cap,Sweden,0.10845,-0.19832,-0.15376,120744.0,52454.0,0.26409,8.0,22.339,386349.594,0.19588,494503.0,88099.0,0.725,7.365,VOLV B,0.07881,11.828,1.078,3.2,Industrials,0.4344232425627774,0.17815665425690036,-0.018058280673260874,-0.6933017344898551,0.2423867812697706,0.21501098617750053,0.23872272053918245
9,1378,Volati,6.024,VOLO.ST,2021-07-16,21.557,VOLO,Holding Companies,Mid Cap,Sweden,1.43624,0.375,0.46667000000000003,1765.0,1165.0,0.25239,,46.302,11529.75,0.2369,4909.0,2627.0,1.345,9.897,VOLO,0.07713,25.679,1.746,6.532,Financials,0.660056657223796,0.535139539621104,0.04933501001088958,0.975372491072362,0.47125009831933035,0.43361707587180326,0.46357964747958613
