,Börsdata ID,Company,Industry,Volume,P/FCF,Assets Turn,Gross profit,Tot. Assets,ROC,Market Cap,Volatility,ROE,FCF,Total Equity,Return 3m,Return 6m,Return 1y,Country,List,Tick,EV/EBIT,Last Report,Yahoo,Performance - Perform. 1y.1,Yield,P/E,P/S,P/B,Info - Time,Info - Stock price,Info - Report,Sector,FCFROE,GPA,EA ret,EA ret std,1 Year Volatility,1 Year MAD,EA Volatility
0,1898,24Storage,Personal Services,0.993,-5.393,0.056,32.4,1796.1,0.12167,1134.224,62.522,0.1223,-210.3,555.2,0.61702,0.76334,0.81818,Sweden,First North,24STOR,13.893,2021-11-04,24STOR.ST,0.81818,,16.704,11.331,2.043,17:18:24,2021-11-29,Q3-2021,Consumer Durables,-0.37878242074927954,0.018039084683480876,0.027477844821950592,0.9637367005226357,0.40048355493137405,0.26000244141818696,0.26131474242405167
1,1398,AAC Clyde Space,Satellite Systems,6.443,-10.102,0.197,107.01,868.62,-0.06865,623.572,50.1,-0.0661,-61.729,674.869,0.061900000000000004,0.25516,0.13198000000000001,Sweden,First North,AAC,-12.026,2021-11-25,AAC.ST,0.13198000000000001,,-13.984,3.635,0.924,17:29:46,2021-11-29,Q3-2021,Technology,-0.09146812196144732,0.12319541341438144,-0.07921884019099601,-1.4836929599375097,0.538220534093227,0.47861629768030245,0.4893550639441454
2,2,AAK,Food Processing,56.259,104.536,1.29,7667.0,25197.0,0.15367,47041.166,16.696,0.12493,450.0,11097.0,-0.1176,-0.042039999999999994,0.09196,Sweden,Large Cap,AAK,24.947,2021-10-29,AAK.ST,0.09196,0.01254,33.794,1.447,4.239,17:29:57,2021-11-29,Q3-2021,Food and Beverage,0.040551500405515,0.30428225582410606,-0.027032121449725444,-1.8184219485852042,0.17442199184791668,0.16745635410626852,0.1362464227128216
3,3,ABB,Industrial Machinery,340.98,31.746,0.717,77422.797,334555.188,0.17058,664542.8,18.741,0.14362,20932.801,117188.398,-0.02989,0.11001,0.38677999999999996,Sweden,Large Cap,ABB,24.393,2021-10-22,ABB.ST,0.38677999999999996,0.02375,38.498,2.77,5.671,17:29:42,2021-11-29,Q3-2021,Industrials,0.17862519974033605,0.2314201057913351,-0.07408341222303605,-4.414413385210356,0.20011413096972147,0.1758730805307333,0.15381107958311516
4,437,Absolent Air Care,Installation,0.672,-271.145,0.957,392.235,1030.605,0.09391999999999999,5354.833,38.928,0.08084,-19.749,349.644,0.07745,0.1825,0.21907,Sweden,First North,ABSO,96.972,2021-11-12,ABSO.ST,0.21907,0.00381,189.465,5.43,15.315,17:20:04,2021-11-29,Q3-2021,Industrials,-0.05648316573428973,0.3805871308600288,0.03751074312779723,0.8825117067138809,0.3397418541543682,0.31536196940576805,0.3895604295091934
5,1323,AcadeMedia,Education,18.997,2.475,0.76,11097.0,17897.0,0.08949,5719.507,34.356,0.11135999999999999,2311.0,5415.0,-0.32254,-0.31486000000000003,-0.32756,Sweden,Mid Cap,ACAD,6.094,2021-10-29,ACAD.ST,-0.32756,0.032170000000000004,9.485,0.42,1.056,17:29:42,2021-11-29,Q1-2022,Industrials,0.4267774699907664,0.6200480527462703,0.0002565216980782159,0.00631783108133497,0.34603985137320536,0.29868039298443966,0.37213090496039053
6,2198,Acast,Online Services,7.218,-22.916,0.51,343.383,1821.784,-1.08463,4937.598,56.929,-0.20132999999999998,-215.461,1505.824,0.05469,-0.8943899999999999,-0.9322400000000001,Sweden,First North,ACAST,-18.566,2021-11-09,ACAST.ST,,,-16.288,5.315,3.279,17:29:34,2021-11-29,Q3-2021,Technology,-0.14308511486070086,0.1884872191214765,0.06260784856929269,1.128278577162068,0.5533186453643822,0.5189605567158975,0.508571572614207
7,1572,Acconeer,Measuring & Analysis,11.323,-36.293,0.255,21.222,102.092,-1.16277,1884.97,63.916,-0.54659,-51.938,90.252,0.29647,0.98771,3.37771,Sweden,First North,ACCON,-37.26,2021-10-29,ACCON.ST,3.37771,,-38.211,72.49,20.886,17:29:35,2021-11-29,Q3-2021,Industrials,-0.5754775517440057,0.20787133173999922,0.11927178112511094,1.8055487921270053,0.7128133693405321,0.685203032711636,0.6054358294401379
8,2107,ACQ Bure SPAC,Holding Companies,2.158,629.688,,,3454.9,-0.00151,3526.25,10.825,-0.0013700000000000001,5.6,3442.3,-0.01467,-0.07143,-0.9322400000000001,Sweden,Mid Cap,ACQ SPAC,-681.755,2021-10-22,ACQ-SPAC.ST,,,-750.745,,1.024,17:29:59,2021-11-29,Q3-2021,Financials,0.0016268192778084419,,-0.023667588332651812,-2.0215192975539793,0.1217819747972022,0.10656828916068486,0.10730396210678224
9,1015,AddLife,Biotechnology,78.083,-21.224,0.745,2684.0,10195.0,0.19757999999999998,39837.504,54.592,0.18585000000000002,-1877.0,4084.0,-0.04491,0.4596,1.6127500000000001,Sweden,Mid Cap,ALIF B,42.6,2021-10-22,ALIF-B.ST,1.6127500000000001,0.00446,52.487,5.247,9.755,17:29:32,2021-11-29,Q3-2021,Health Care,-0.45959843290891284,0.2632663070132418,0.015157827719068484,0.23359936930392367,0.47983160005905534,0.44302907350051773,0.5947095927588572
