"DATUM","PRIS","SUBSTANSVÄRDE","BERÄKNAT_SUBSTANSVÄRDE"
"2014-03-03","242.10","236.29",".00"
"2014-03-04","246.00","236.29",".00"
"2014-03-05","242.00","236.29",".00"
"2014-03-06","244.40","236.29",".00"
"2014-03-07","242.00","236.29",".00"
"2014-03-10","244.30","236.29",".00"
"2014-03-11","245.20","236.29",".00"
"2014-03-12","245.00","236.29",".00"
"2014-03-13","245.90","236.29",".00"
"2014-03-14","246.10","236.29",".00"
"2014-03-17","250.20","236.29",".00"
"2014-03-18","240.80","236.29",".00"
"2014-03-19","241.60","236.29",".00"
"2014-03-20","239.30","236.29",".00"
"2014-03-21","235.40","236.29",".00"
"2014-03-24","220.60","236.29",".00"
"2014-03-25","230.00","236.29",".00"
"2014-03-26","230.20","236.29",".00"
"2014-03-27","228.60","236.29",".00"
"2014-03-28","230.80","236.29",".00"
"2014-03-31","239.00","236.29",".00"
"2014-04-01","238.00","236.29",".00"
"2014-04-02","237.80","236.29",".00"
"2014-04-03","233.50","236.29",".00"
"2014-04-04","229.00","236.29",".00"
"2014-04-07","224.00","236.29",".00"
"2014-04-08","220.10","236.29",".00"
"2014-04-09","228.00","236.29",".00"
"2014-04-10","234.50","236.29",".00"
"2014-04-11","225.60","236.29",".00"
"2014-04-14","222.10","236.29",".00"
"2014-04-15","218.70","236.29",".00"
"2014-04-16","220.50","236.29",".00"
"2014-04-17","222.50","236.29",".00"
"2014-04-18","222.50","236.29",".00"
"2014-04-21","222.50","236.29",".00"
"2014-04-22","224.00","236.29",".00"
"2014-04-23","219.40","236.29",".00"
"2014-04-24","229.10","236.29",".00"
"2014-04-25","229.00","236.29",".00"
"2014-04-28","225.10","236.29",".00"
"2014-04-29","225.40","236.29",".00"
"2014-04-30","228.50","236.29",".00"
"2014-05-01","228.50","236.29",".00"
"2014-05-02","230.60","236.29",".00"
"2014-05-05","229.00","236.29",".00"
"2014-05-06","224.50","236.29",".00"
"2014-05-07","227.40","236.29",".00"
"2014-05-08","228.40","236.29",".00"
"2014-05-09","245.20","236.29",".00"
"2014-05-12","256.80","236.29",".00"
"2014-05-13","254.70","236.29",".00"
"2014-05-14","256.70","236.29",".00"
"2014-05-15","253.60","236.29",".00"
"2014-05-16","249.40","236.29",".00"
"2014-05-19","255.30","236.29",".00"
"2014-05-20","254.30","236.29",".00"
"2014-05-21","253.80","236.29",".00"
"2014-05-22","261.20","236.29",".00"
"2014-05-23","263.20","236.29",".00"
"2014-05-26","271.50","236.29",".00"
"2014-05-27","265.30","236.29",".00"
"2014-05-28","267.50","236.29",".00"
"2014-05-29","267.50","236.29",".00"
"2014-05-30","265.50","236.29",".00"
"2014-06-02","269.00","236.29",".00"
"2014-06-03","268.60","236.29",".00"
"2014-06-04","269.50","236.29",".00"
"2014-06-05","253.40","236.29",".00"
"2014-06-06","253.40","236.29",".00"
"2014-06-09","260.40","236.29",".00"
"2014-06-10","260.80","236.29",".00"
"2014-06-11","263.70","236.29",".00"
"2014-06-12","271.40","236.29",".00"
"2014-06-13","270.00","236.29",".00"
"2014-06-16","272.60","236.29",".00"
"2014-06-17","271.30","236.29",".00"
"2014-06-18","270.00","236.29",".00"
"2014-06-19","272.40","236.29",".00"
"2014-06-20","272.40","236.29",".00"
"2014-06-23","270.50","236.29",".00"
"2014-06-24","260.30","236.29",".00"
"2014-06-25","262.30","236.29",".00"
"2014-06-26","268.80","236.29",".00"
"2014-06-27","276.20","236.29",".00"
"2014-06-30","284.80","236.29",".00"
"2014-07-01","285.20","236.29",".00"
"2014-07-02","289.30","236.29",".00"
"2014-07-03","299.30","236.29",".00"
"2014-07-04","294.10","236.29",".00"
"2014-07-07","293.00","236.29",".00"
"2014-07-08","287.00","236.29",".00"
"2014-07-09","287.40","236.29",".00"
"2014-07-10","276.80","236.29",".00"
"2014-07-11","276.30","236.29",".00"
"2014-07-14","284.00","236.29",".00"
"2014-07-15","277.30","236.29",".00"
"2014-07-16","283.40","236.29",".00"
"2014-07-17","279.20","236.29",".00"
"2014-07-18","297.60","247.00",".00"
"2014-07-21","284.90","247.00",".00"
"2014-07-22","290.90","247.00",".00"
"2014-07-23","288.50","247.00",".00"
"2014-07-24","289.40","247.00",".00"
"2014-07-25","286.90","247.00",".00"
"2014-07-28","285.80","247.00",".00"
"2014-07-29","289.70","247.00",".00"
"2014-07-30","289.90","247.00",".00"
"2014-07-31","287.00","247.00",".00"
"2014-08-01","284.30","247.00",".00"
"2014-08-04","281.90","247.00",".00"
"2014-08-05","285.20","247.00",".00"
"2014-08-06","271.90","247.00",".00"
"2014-08-07","265.10","247.00",".00"
"2014-08-08","264.10","247.00",".00"
"2014-08-11","263.20","247.00",".00"
"2014-08-12","258.30","247.00",".00"
"2014-08-13","260.10","247.00",".00"
"2014-08-14","255.20","247.00",".00"
"2014-08-15","261.40","247.00",".00"
"2014-08-18","266.10","247.00",".00"
"2014-08-19","264.70","247.00",".00"
"2014-08-20","268.80","247.00",".00"
"2014-08-21","274.20","247.00",".00"
"2014-08-22","277.00","247.00",".00"
"2014-08-25","284.00","247.00",".00"
"2014-08-26","288.90","247.00",".00"
"2014-08-27","285.50","247.00",".00"
"2014-08-28","278.70","247.00",".00"
"2014-08-29","283.60","247.00",".00"
"2014-09-01","286.40","247.00",".00"
"2014-09-02","286.80","247.00",".00"
"2014-09-03","283.90","247.00",".00"
"2014-09-04","278.80","247.00",".00"
"2014-09-05","271.00","247.00",".00"
"2014-09-08","268.00","247.00",".00"
"2014-09-09","266.10","247.00",".00"
"2014-09-10","266.00","247.00",".00"
"2014-09-11","264.50","247.00",".00"
"2014-09-12","258.10","247.00",".00"
"2014-09-15","256.00","247.00",".00"
"2014-09-16","254.40","247.00",".00"
"2014-09-17","259.70","247.00",".00"
"2014-09-18","261.50","247.00",".00"
"2014-09-19","260.80","247.00",".00"
"2014-09-22","259.90","247.00",".00"
"2014-09-23","257.70","247.00",".00"
"2014-09-24","257.10","247.00",".00"
"2014-09-25","250.00","247.00",".00"
"2014-09-26","244.90","247.00",".00"
"2014-09-29","248.00","247.00",".00"
"2014-09-30","260.70","247.00",".00"
"2014-10-01","235.60","247.00",".00"
"2014-10-02","216.20","247.00",".00"
"2014-10-03","224.20","247.00",".00"
"2014-10-06","216.40","247.00",".00"
"2014-10-07","204.60","247.00",".00"
"2014-10-08","211.70","247.00",".00"
"2014-10-09","211.50","247.00",".00"
"2014-10-10","204.00","247.00",".00"
"2014-10-13","204.00","247.00",".00"
"2014-10-14","206.80","247.00",".00"
"2014-10-15","198.60","247.00",".00"
"2014-10-16","202.60","247.00",".00"
"2014-10-17","209.40","247.00",".00"
"2014-10-20","205.40","247.00",".00"
"2014-10-21","215.30","247.00",".00"
"2014-10-22","216.40","247.00",".00"
"2014-10-23","219.20","247.00",".00"
"2014-10-24","216.80","247.00",".00"
"2014-10-27","220.60","247.00",".00"
"2014-10-28","225.90","247.00",".00"
"2014-10-29","228.60","247.00",".00"
"2014-10-30","229.70","247.00",".00"
"2014-10-31","233.90","247.00",".00"
