"DATUM","PRIS","SUBSTANSVÄRDE","BERÄKNAT_SUBSTANSVÄRDE"
"2014-03-03","186.50","189.00",".00"
"2014-03-04","185.00","189.00",".00"
"2014-03-05","186.00","203.00",".00"
"2014-03-06","187.50","203.00",".00"
"2014-03-07","185.00","203.00",".00"
"2014-03-10","185.00","203.00",".00"
"2014-03-11","183.00","203.00",".00"
"2014-03-12","181.00","203.00",".00"
"2014-03-13","180.00","203.00",".00"
"2014-03-14","178.50","203.00",".00"
"2014-03-17","181.50","203.00",".00"
"2014-03-18","186.50","203.00",".00"
"2014-03-19","184.50","203.00",".00"
"2014-03-20","181.00","203.00",".00"
"2014-03-21","179.50","203.00",".00"
"2014-03-24","174.50","203.00",".00"
"2014-03-25","175.00","203.00",".00"
"2014-03-26","174.00","203.00",".00"
"2014-03-27","171.00","203.00",".00"
"2014-03-28","172.50","203.00",".00"
"2014-03-31","173.00","203.00",".00"
"2014-04-01","173.00","203.00",".00"
"2014-04-02","173.00","203.00",".00"
"2014-04-03","175.00","203.00",".00"
"2014-04-04","173.50","203.00",".00"
"2014-04-07","175.00","203.00",".00"
"2014-04-08","177.00","203.00",".00"
"2014-04-09","176.50","203.00",".00"
"2014-04-10","174.50","203.00",".00"
"2014-04-11","174.00","203.00",".00"
"2014-04-14","172.00","203.00",".00"
"2014-04-15","170.50","195.00",".00"
"2014-04-16","171.00","195.00",".00"
"2014-04-17","170.50","195.00",".00"
"2014-04-18","170.50","195.00",".00"
"2014-04-21","170.50","195.00",".00"
"2014-04-22","171.50","195.00",".00"
"2014-04-23","173.00","195.00",".00"
"2014-04-24","170.50","195.00",".00"
"2014-04-25","172.00","195.00",".00"
"2014-04-28","172.50","195.00",".00"
"2014-04-29","171.50","195.00",".00"
"2014-04-30","174.00","195.00",".00"
"2014-05-01","174.00","195.00",".00"
"2014-05-02","171.50","195.00",".00"
"2014-05-05","174.00","195.00",".00"
"2014-05-06","174.00","200.00",".00"
"2014-05-07","175.50","200.00",".00"
"2014-05-08","178.00","200.00",".00"
"2014-05-09","178.00","200.00",".00"
"2014-05-12","181.00","200.00",".00"
"2014-05-13","182.00","200.00",".00"
"2014-05-14","183.50","200.00",".00"
"2014-05-15","183.00","200.00",".00"
"2014-05-16","182.00","200.00",".00"
"2014-05-19","182.50","200.00",".00"
"2014-05-20","180.00","200.00",".00"
"2014-05-21","178.50","200.00",".00"
"2014-05-22","180.50","200.00",".00"
"2014-05-23","180.00","200.00",".00"
"2014-05-26","180.00","200.00",".00"
"2014-05-27","182.50","200.00",".00"
"2014-05-28","182.50","200.00",".00"
"2014-05-29","182.50","200.00",".00"
"2014-05-30","183.00","200.00",".00"
"2014-06-02","183.50","200.00",".00"
"2014-06-03","186.00","200.00",".00"
"2014-06-04","185.50","204.00",".00"
"2014-06-05","185.00","204.00",".00"
"2014-06-06","185.00","204.00",".00"
"2014-06-09","186.50","204.00",".00"
"2014-06-10","185.00","204.00",".00"
"2014-06-11","185.00","204.00",".00"
"2014-06-12","185.00","204.00",".00"
"2014-06-13","185.00","204.00",".00"
"2014-06-16","182.00","204.00",".00"
"2014-06-17","181.00","204.00",".00"
"2014-06-18","178.00","204.00",".00"
"2014-06-19","182.00","204.00",".00"
"2014-06-20","182.00","204.00",".00"
"2014-06-23","180.00","204.00",".00"
"2014-06-24","177.50","204.00",".00"
"2014-06-25","177.00","204.00",".00"
"2014-06-26","178.00","204.00",".00"
"2014-06-27","177.00","204.00",".00"
"2014-06-30","180.00","204.00",".00"
"2014-07-01","177.50","204.00",".00"
"2014-07-02","178.50","204.00",".00"
"2014-07-03","179.50","204.00",".00"
"2014-07-04","178.50","204.00",".00"
"2014-07-07","180.50","204.00",".00"
"2014-07-08","184.00","204.00",".00"
"2014-07-09","177.50","204.00",".00"
"2014-07-10","180.00","204.00",".00"
"2014-07-11","178.00","204.00",".00"
"2014-07-14","180.00","204.00",".00"
"2014-07-15","184.00","206.00",".00"
"2014-07-16","184.00","206.00",".00"
"2014-07-17","184.00","206.00",".00"
"2014-07-18","182.00","206.00",".00"
"2014-07-21","182.00","206.00",".00"
"2014-07-22","178.00","206.00",".00"
"2014-07-23","180.00","206.00",".00"
"2014-07-24","178.50","206.00",".00"
"2014-07-25","177.50","206.00",".00"
"2014-07-28","178.50","206.00",".00"
"2014-07-29","177.00","206.00",".00"
"2014-07-30","175.50","206.00",".00"
"2014-07-31","175.50","206.00",".00"
"2014-08-01","170.50","206.00",".00"
"2014-08-04","173.00","206.00",".00"
"2014-08-05","173.50","206.00",".00"
"2014-08-06","173.00","206.00",".00"
"2014-08-07","173.00","206.00",".00"
"2014-08-08","172.00","206.00",".00"
"2014-08-11","173.00","206.00",".00"
"2014-08-12","173.00","206.00",".00"
"2014-08-13","174.50","193.00",".00"
"2014-08-14","175.00","193.00",".00"
"2014-08-15","175.00","193.00",".00"
"2014-08-18","175.00","193.00",".00"
"2014-08-19","180.00","193.00",".00"
"2014-08-20","180.00","193.00",".00"
"2014-08-21","179.50","193.00",".00"
"2014-08-22","180.00","193.00",".00"
"2014-08-25","180.00","193.00",".00"
"2014-08-26","182.00","193.00",".00"
"2014-08-27","182.00","193.00",".00"
"2014-08-28","177.50","193.00",".00"
"2014-08-29","182.00","193.00",".00"
"2014-09-01","182.50","193.00",".00"
"2014-09-02","180.00","193.00",".00"
"2014-09-03","180.00","197.00",".00"
"2014-09-04","179.00","197.00",".00"
"2014-09-05","178.00","197.00",".00"
"2014-09-08","174.50","197.00",".00"
"2014-09-09","173.00","197.00",".00"
"2014-09-10","175.00","197.00",".00"
"2014-09-11","173.00","197.00",".00"
"2014-09-12","174.00","197.00",".00"
"2014-09-15","173.50","197.00",".00"
"2014-09-16","171.00","197.00",".00"
"2014-09-17","172.00","197.00",".00"
"2014-09-18","173.00","197.00",".00"
"2014-09-19","175.50","197.00",".00"
"2014-09-22","174.00","197.00",".00"
"2014-09-23","171.00","197.00",".00"
"2014-09-24","170.00","197.00",".00"
"2014-09-25","169.00","197.00",".00"
"2014-09-26","173.00","197.00",".00"
"2014-09-29","169.50","197.00",".00"
"2014-09-30","170.50","197.00",".00"
"2014-10-01","168.00","197.00",".00"
"2014-10-02","167.00","197.00",".00"
"2014-10-03","168.00","197.00",".00"
"2014-10-06","167.00","197.00",".00"
"2014-10-07","168.00","197.00",".00"
"2014-10-08","158.00","197.00",".00"
"2014-10-09","159.00","197.00",".00"
"2014-10-10","158.00","197.00",".00"
"2014-10-13","157.00","197.00",".00"
"2014-10-14","159.50","190.00",".00"
"2014-10-15","157.50","190.00",".00"
"2014-10-16","156.50","190.00",".00"
"2014-10-17","160.50","190.00",".00"
"2014-10-20","160.50","190.00",".00"
"2014-10-21","165.00","190.00",".00"
"2014-10-22","164.00","190.00",".00"
"2014-10-23","163.00","190.00",".00"
"2014-10-24","166.00","190.00",".00"
"2014-10-27","165.00","190.00",".00"
"2014-10-28","169.00","190.00",".00"
"2014-10-29","169.50","190.00",".00"
"2014-10-30","171.00","190.00",".00"
"2014-10-31","170.50","190.00",".00"
"2014-11-03","171.50","192.00",".00"
"2014-11-04","171.50","192.00",".00"
"2014-11-05","171.00","192.00",".00"
"2014-11-06","169.00","192.00",".00"
"2014-11-07","171.00","192.00",".00"
"2014-11-10","173.00","192.00",".00"
"2014-11-11","172.00","192.00",".00"
"2014-11-12","169.00","192.00",".00"
"2014-11-13","169.50","192.00",".00"
"2014-11-14","169.00","192.00",".00"
"2014-11-17","171.00","192.00",".00"
"2014-11-18","170.00","192.00",".00"
"2014-11-19","171.00","192.00",".00"
"2014-11-20","169.00","192.00",".00"
"2014-11-21","171.00","192.00",".00"
"2014-11-24","172.00","192.00",".00"
"2014-11-25","172.00","192.00",".00"
"2014-11-26","171.00","192.00",".00"
"2014-11-27","173.00","192.00",".00"
"2014-11-28","172.00","192.00",".00"
"2014-12-01","171.50","192.00",".00"
"2014-12-02","170.00","192.00",".00"
"2014-12-03","173.50","197.00",".00"
"2014-12-04","172.00","197.00",".00"
"2014-12-05","172.00","197.00",".00"
"2014-12-08","173.00","197.00",".00"
"2014-12-09","170.50","197.00",".00"
"2014-12-10","173.50","197.00",".00"
"2014-12-11","172.50","197.00",".00"
"2014-12-12","170.00","197.00",".00"
"2014-12-15","172.00","197.00",".00"
"2014-12-16","169.00","197.00",".00"
"2014-12-17","168.00","197.00",".00"
"2014-12-18","171.00","197.00",".00"
"2014-12-19","171.00","197.00",".00"
"2014-12-22","171.00","197.00",".00"
"2014-12-23","171.00","197.00",".00"
"2014-12-24","171.00","197.00",".00"
"2014-12-25","171.00","197.00",".00"
"2014-12-26","171.00","197.00",".00"
"2014-12-29","170.00","197.00",".00"
"2014-12-30","171.00","197.00",".00"
"2014-12-31","171.00","197.00",".00"
"2015-01-01","171.00","197.00",".00"
"2015-01-02","171.50","197.00",".00"
"2015-01-05","170.00","197.00",".00"
"2015-01-06","170.00","197.00",".00"
"2015-01-07","176.00","197.00",".00"
"2015-01-08","172.50","197.00",".00"
"2015-01-09","173.00","197.00",".00"
"2015-01-12","173.00","197.00",".00"
"2015-01-13","175.00","197.00",".00"
"2015-01-14","174.50","197.00",".00"
"2015-01-15","175.00","197.00",".00"
"2015-01-16","177.50","197.00",".00"
"2015-01-19","182.00","197.00",".00"
"2015-01-20","188.00","200.00",".00"
"2015-01-21","188.00","200.00",".00"
"2015-01-22","187.50","200.00",".00"
"2015-01-23","187.00","200.00",".00"
"2015-01-26","188.00","200.00",".00"
"2015-01-27","187.00","200.00",".00"
"2015-01-28","187.00","200.00",".00"
"2015-01-29","186.00","200.00",".00"
"2015-01-30","187.00","200.00",".00"
"2015-02-02","187.00","200.00",".00"
"2015-02-03","187.50","200.00",".00"
"2015-02-04","187.50","206.00",".00"
"2015-02-05","187.50","206.00",".00"
"2015-02-06","188.50","206.00",".00"
"2015-02-09","187.50","206.00",".00"
"2015-02-10","191.00","206.00",".00"
"2015-02-11","190.00","206.00",".00"
"2015-02-12","192.00","206.00",".00"
"2015-02-13","193.00","206.00",".00"
"2015-02-16","193.00","206.00",".00"
"2015-02-17","192.00","206.00",".00"
"2015-02-18","194.00","206.00",".00"
"2015-02-19","195.00","206.00",".00"
"2015-02-20","196.00","206.00",".00"
"2015-02-23","197.00","206.00",".00"
"2015-02-24","197.50","206.00",".00"
"2015-02-25","197.00","206.00",".00"
"2015-02-26","197.00","206.00",".00"
"2015-02-27","197.50","206.00",".00"
"2015-03-02","195.50","206.00",".00"
"2015-03-03","193.00","206.00",".00"
"2015-03-04","194.00","220.00",".00"
"2015-03-05","195.00","220.00",".00"
"2015-03-06","195.00","220.00",".00"
"2015-03-09","194.00","220.00",".00"
"2015-03-10","193.50","220.00",".00"
"2015-03-11","195.00","220.00",".00"
"2015-03-12","195.00","220.00",".00"
"2015-03-13","194.00","220.00",".00"
"2015-03-16","194.50","220.00",".00"
"2015-03-17","194.00","220.00",".00"
"2015-03-18","194.50","220.00",".00"
"2015-03-19","196.50","220.00",".00"
"2015-03-20","195.00","220.00",".00"
"2015-03-23","193.00","220.00",".00"
"2015-03-24","193.00","220.00",".00"
"2015-03-25","192.50","220.00",".00"
"2015-03-26","192.50","220.00",".00"
"2015-03-27","194.00","220.00",".00"
"2015-03-30","196.00","220.00",".00"
"2015-03-31","195.00","220.00",".00"
"2015-04-01","196.00","220.00",".00"
"2015-04-02","197.00","220.00",".00"
"2015-04-03","197.00","220.00",".00"
"2015-04-06","197.00","220.00",".00"
"2015-04-07","200.50","220.00",".00"
"2015-04-08","206.50","220.00",".00"
"2015-04-09","211.00","220.00",".00"
"2015-04-10","214.00","220.00",".00"
"2015-04-13","214.50","220.00",".00"
"2015-04-14","211.50","224.00",".00"
"2015-04-15","213.00","224.00",".00"
"2015-04-16","210.50","224.00",".00"
"2015-04-17","209.50","224.00",".00"
"2015-04-20","209.00","224.00",".00"
"2015-04-21","209.00","224.00",".00"
"2015-04-22","210.00","224.00",".00"
"2015-04-23","207.50","224.00",".00"
"2015-04-24","209.50","224.00",".00"
"2015-04-27","216.00","224.00",".00"
"2015-04-28","213.50","224.00",".00"
"2015-04-29","210.50","224.00",".00"
"2015-04-30","210.00","224.00",".00"
"2015-05-01","210.00","224.00",".00"
"2015-05-04","210.00","224.00",".00"
"2015-05-05","207.50","224.00",".00"
"2015-05-06","209.00","238.00",".00"
"2015-05-07","208.50","238.00",".00"
"2015-05-08","209.00","238.00",".00"
"2015-05-11","205.00","238.00",".00"
"2015-05-12","201.50","238.00",".00"
"2015-05-13","201.00","238.00",".00"
"2015-05-14","201.00","238.00",".00"
"2015-05-15","204.50","238.00",".00"
"2015-05-18","205.50","238.00",".00"
"2015-05-19","207.50","238.00",".00"
"2015-05-20","204.50","238.00",".00"
"2015-05-21","206.00","238.00",".00"
"2015-05-22","207.50","238.00",".00"
"2015-05-25","211.50","238.00",".00"
"2015-05-26","210.50","238.00",".00"
"2015-05-27","212.50","238.00",".00"
"2015-05-28","212.00","238.00",".00"
"2015-05-29","210.00","238.00",".00"
"2015-06-01","209.50","238.00",".00"
"2015-06-02","208.00","238.00",".00"
"2015-06-03","207.50","240.00",".00"
"2015-06-04","206.00","240.00",".00"
